Invoice Number,Date Time,Customer ID,Product ID,Quantity,Price per Unit,Return Status,Sales Channel,Total Sales,Customer Age Group,Region,Product Category
10296,9/1/2021 12:38,89,42,4,34.43,Not Returned,In-Store,137.72,46-55,North,Foot wear
10297,6/1/2021 0:16,9,40,2,99.05,Not Returned,In-Store,198.1,36-45,East,Accessories
10298,10/1/2021 13:30,74,31,5,65.16,Not Returned,Online,325.8,26-35,West,Clothing
10299,2/1/2021 9:23,100,17,3,81.12,Not Returned,Online,243.36,18-25,West,Accessories
10300,2/1/2021 8:08,26,12,5,37.95,Not Returned,Online,189.75,36-45,East,Clothing
10301,9/1/2021 22:03,23,1,3,82.55,Not Returned,In-Store,247.65,46-55,East,Accessories
10302,1/1/2021 1:26,5,6,7,94.12,Not Returned,Online,658.84,56+,West,Accessories
10303,5/1/2021 17:29,94,49,2,91.14,Not Returned,Online,182.28,36-45,West,Foot wear
1030,6/1/2021 0:47,66,37,5,20.53,Not Returned,Online,102.65,46-55,South,Foot wear
10304,9/1/2021 4:34,27,38,2,52.89,Not Returned,In-Store,105.78,36-45,North,Foot wear
10305,1/1/2021 3:37,66,2,2,88.35,Not Returned,Online,176.7,46-55,South,Clothing
10306,8/1/2021 15:40,11,32,6,20.85,Not Returned,In-Store,125.1,46-55,South,Clothing
10307,2/1/2021 15:24,31,4,4,20.95,Not Returned,In-Store,83.8,36-45,South,Clothing
10308,1/1/2021 9:14,8,32,2,41.21,Not Returned,Online,82.42,NA,West,Clothing
10309,11/1/2021 9:56,35,43,7,98.04,Not Returned,In-Store,686.28,36-45,East,Clothing
10311,4/1/2021 17:40,24,32,4,35.24,Not Returned,Online,140.96,18-25,South,Clothing
10313,5/1/2021 19:54,87,25,7,27.79,Not Returned,Online,194.53,18-25,South,Clothing
10314,2/1/2021 22:43,65,48,3,88.77,Not Returned,In-Store,266.31,26-35,West,Foot wear
1031,11/1/2021 1:28,3,49,2,22.65,Not Returned,Online,45.3,36-45,North,Foot wear
10315,2/1/2021 17:11,34,47,1,57.2,Not Returned,Online,57.2,18-25,North,Foot wear
10316,2/1/2021 0:22,82,5,2,93.92,Not Returned,Online,187.84,18-25,South,Clothing
10317,3/1/2021 4:10,55,12,5,76.24,Not Returned,In-Store,381.2,36-45,East,Clothing
10318,7/1/2021 17:23,36,49,1,71.64,Not Returned,Online,71.64,56+,East,Foot wear
10319,2/1/2021 18:17,7,14,2,88.63,Not Returned,In-Store,177.26,NA,North,Clothing
10320,11/1/2021 6:14,17,14,4,47.94,Not Returned,Online,191.76,46-55,South,Clothing
10321,4/1/2021 19:01,81,28,3,66.05,Not Returned,In-Store,198.15,56+,West,Foot wear
10322,9/1/2021 17:49,35,31,5,84.74,Returned,Online,423.7,36-45,East,Clothing
1032,2/1/2021 10:03,65,4,5,25.53,Not Returned,Online,127.65,26-35,West,Clothing
10325,10/1/2021 3:58,86,14,2,88.93,Not Returned,In-Store,177.86,18-25,East,Clothing
10326,1/1/2021 2:33,7,40,7,20.76,Not Returned,Online,145.32,NA,North,Accessories
10327,10/1/2021 1:10,100,19,4,62.81,Not Returned,In-Store,251.24,18-25,West,Foot wear
10328,3/1/2021 7:20,90,9,3,73.91,Not Returned,In-Store,221.73,36-45,North,Foot wear
10329,7/1/2021 4:05,53,18,6,54.24,Not Returned,In-Store,325.44,46-55,East,Foot wear
10330,8/1/2021 16:06,58,43,2,36.02,Not Returned,Online,72.04,26-35,West,Clothing
10331,6/1/2021 22:02,13,9,2,52.18,Not Returned,Online,104.36,56+,North,Foot wear
10332,1/1/2021 6:47,56,22,7,58.51,Returned,Online,409.57,18-25,East,Clothing
1033,5/1/2021 6:44,51,4,4,51.53,Not Returned,Online,206.12,46-55,East,Clothing
10334,9/1/2021 11:22,51,46,4,20.95,Not Returned,Online,83.8,46-55,East,Clothing
10335,6/1/2021 2:17,34,3,1,48.46,Not Returned,In-Store,48.46,18-25,North,Foot wear
10336,3/1/2021 10:11,2,27,6,71.26,Not Returned,In-Store,427.56,56+,East,Foot wear
10338,8/1/2021 17:29,75,22,1,27.81,Not Returned,In-Store,27.81,56+,West,Clothing
10340,5/1/2021 19:44,39,25,2,72.6,Returned,Online,145.2,18-25,West,Clothing
10341,11/1/2021 7:59,82,24,5,20.88,Not Returned,Online,104.4,18-25,South,Accessories
1034,3/1/2021 18:12,66,13,2,66.6,Not Returned,Online,133.2,46-55,South,Foot wear
10342,5/1/2021 14:43,67,7,1,69.65,Not Returned,In-Store,69.65,26-35,South,Foot wear
10343,5/1/2021 16:27,65,31,5,56.63,Returned,In-Store,283.15,26-35,West,Clothing
10344,11/1/2021 9:39,30,25,2,82.5,Not Returned,Online,165,46-55,East,Clothing
10345,11/1/2021 1:20,55,37,1,71.47,Not Returned,Online,71.47,36-45,East,Foot wear
10346,10/1/2021 4:42,45,2,7,93.01,Not Returned,In-Store,651.07,26-35,North,Clothing
10347,9/1/2021 10:12,42,46,1,28.97,Not Returned,Online,28.97,18-25,East,Clothing
10349,6/1/2021 20:06,41,18,2,59.1,Not Returned,Online,118.2,46-55,East,Foot wear
10350,11/1/2021 0:15,76,32,4,38.26,Not Returned,In-Store,153.04,26-35,West,Clothing
10351,4/1/2021 11:22,41,25,3,72.14,Not Returned,Online,216.42,46-55,East,Clothing
1035,11/1/2021 9:31,34,14,7,22.26,Returned,Online,155.82,18-25,North,Clothing
10352,5/1/2021 6:07,54,29,2,69.08,Not Returned,Online,138.16,56+,East,Foot wear
10353,2/1/2021 11:14,77,38,6,91.75,Not Returned,Online,550.5,18-25,West,Foot wear
10354,7/1/2021 0:08,95,50,7,46.22,Not Returned,In-Store,323.54,18-25,North,Accessories
10355,3/1/2021 10:36,44,36,5,60.87,Not Returned,In-Store,304.35,26-35,East,Clothing
10356,5/1/2021 17:06,85,38,1,21.69,Not Returned,In-Store,21.69,18-25,North,Foot wear
10357,2/1/2021 15:21,89,47,1,96.47,Not Returned,Online,96.47,46-55,North,Foot wear
10358,4/1/2021 19:53,34,5,2,42.49,Not Returned,In-Store,84.98,18-25,North,Clothing
10359,11/1/2021 9:37,16,29,6,73.48,Not Returned,Online,440.88,26-35,West,Foot wear
10360,3/1/2021 16:34,34,37,1,39.9,Not Returned,In-Store,39.9,18-25,North,Foot wear
10361,2/1/2021 18:17,30,10,7,97.81,Not Returned,In-Store,684.67,46-55,East,Foot wear
1036,7/1/2021 7:10,24,21,7,99.59,Not Returned,In-Store,697.13,18-25,South,Clothing
10362,3/1/2021 1:07,49,8,7,65.21,Not Returned,In-Store,456.47,26-35,West,Accessories
10363,9/1/2021 14:59,52,34,1,65.27,Not Returned,Online,65.27,46-55,East,Foot wear
10364,10/1/2021 14:06,16,37,1,30.56,Not Returned,In-Store,30.56,26-35,West,Foot wear
10365,2/1/2021 11:02,60,30,2,98.2,Not Returned,Online,196.4,26-35,West,Clothing
10366,10/1/2021 21:54,4,23,6,86.93,Not Returned,Online,521.58,56+,West,Clothing
10367,10/1/2021 16:14,15,9,3,86.39,Not Returned,In-Store,259.17,46-55,West,Foot wear
10368,8/1/2021 1:54,50,19,6,90.34,Not Returned,Online,542.04,46-55,South,Foot wear
10370,9/1/2021 2:19,38,48,4,92.02,Not Returned,In-Store,368.08,56+,South,Foot wear
10371,11/1/2021 8:16,30,49,1,21.36,Not Returned,Online,21.36,46-55,East,Foot wear
1037,5/1/2021 19:37,60,17,5,41.74,Not Returned,Online,208.7,26-35,West,Accessories
10372,8/1/2021 0:44,11,11,3,39.69,Not Returned,Online,119.07,46-55,South,Clothing
10373,4/1/2021 2:33,75,5,6,56.11,Not Returned,In-Store,336.66,56+,West,Clothing
10375,5/1/2021 17:04,83,37,5,90.76,Not Returned,In-Store,453.8,56+,East,Foot wear
10376,9/1/2021 19:22,9,20,2,66.38,Not Returned,In-Store,132.76,36-45,East,Clothing
10377,1/1/2021 6:06,2,26,6,94.73,Not Returned,Online,568.38,56+,East,Foot wear
10378,11/1/2021 5:47,32,46,4,60.27,Returned,In-Store,241.08,46-55,East,Clothing
10379,6/1/2021 5:26,22,42,7,23.12,Not Returned,In-Store,161.84,56+,North,Foot wear
10380,1/1/2021 15:51,40,26,1,91.54,Not Returned,Online,91.54,26-35,East,Foot wear
10381,10/1/2021 12:20,86,46,3,30.09,Not Returned,In-Store,90.27,18-25,East,Clothing
10382,2/1/2021 10:59,73,34,1,77.14,Not Returned,In-Store,77.14,56+,West,Foot wear
10383,1/1/2021 13:47,84,49,1,80.48,Returned,Online,80.48,56+,West,Foot wear
10384,11/1/2021 2:07,9,45,3,45.21,Not Returned,Online,135.63,36-45,East,Foot wear
1038,6/1/2021 2:04,22,47,5,71.03,Not Returned,Online,355.15,56+,North,Foot wear
10385,3/1/2021 10:20,60,28,2,25.24,Not Returned,Online,50.48,26-35,West,Foot wear
10386,2/1/2021 16:55,24,10,7,54.06,Not Returned,In-Store,378.42,18-25,South,Foot wear
10387,10/1/2021 16:21,41,47,2,29.55,Not Returned,In-Store,59.1,46-55,East,Foot wear
10388,1/1/2021 2:19,94,7,6,77.84,Not Returned,Online,467.04,36-45,West,Foot wear
10389,3/1/2021 21:15,16,13,5,60.46,Not Returned,Online,302.3,26-35,West,Foot wear
10390,11/1/2021 0:55,50,11,1,42.02,Not Returned,In-Store,42.02,46-55,South,Clothing
10391,8/1/2021 19:07,55,26,4,83.94,Not Returned,Online,335.76,36-45,East,Foot wear
1039,2/1/2021 5:28,83,21,7,86.08,Returned,Online,602.56,56+,East,Clothing
10392,7/1/2021 4:12,18,10,6,48.4,Not Returned,Online,290.4,56+,East,Foot wear
10393,6/1/2021 5:55,73,11,7,43.3,Not Returned,Online,303.1,56+,West,Clothing
10394,5/1/2021 21:59,44,12,2,61.87,Not Returned,In-Store,123.74,26-35,East,Clothing
10395,5/1/2021 16:00,63,25,1,29.03,Returned,Online,29.03,56+,East,Clothing
10396,8/1/2021 20:11,24,1,4,91.18,Returned,In-Store,364.72,18-25,South,Accessories
10397,6/1/2021 14:59,72,31,1,77.96,Not Returned,In-Store,77.96,56+,South,Clothing
10398,2/1/2021 16:01,58,32,6,67.38,Not Returned,In-Store,404.28,26-35,West,Clothing
10399,4/1/2021 2:42,31,40,1,79.4,Not Returned,In-Store,79.4,36-45,South,Accessories
10400,9/1/2021 6:38,86,45,6,96.15,Not Returned,Online,576.9,18-25,East,Foot wear
10401,10/1/2021 12:42,85,29,6,23.25,Not Returned,In-Store,139.5,18-25,North,Foot wear
1040,6/1/2021 10:58,10,16,4,77.22,Not Returned,Online,308.88,56+,East,Foot wear
10402,6/1/2021 3:17,22,9,7,92.32,Not Returned,Online,646.24,56+,North,Foot wear
10403,4/1/2021 0:56,97,10,3,46.55,Not Returned,In-Store,139.65,56+,East,Foot wear
10404,8/1/2021 4:42,56,26,2,35.69,Not Returned,In-Store,71.38,18-25,East,Foot wear
10405,6/1/2021 15:46,26,13,6,33.61,Not Returned,Online,201.66,36-45,East,Foot wear
10406,3/1/2021 3:13,12,43,2,73.85,Not Returned,Online,147.7,36-45,West,Clothing
10407,3/1/2021 12:01,84,22,1,95.46,Not Returned,Online,95.46,56+,West,Clothing
10408,4/1/2021 15:10,84,48,6,80.57,Not Returned,Online,483.42,56+,West,Foot wear
10409,9/1/2021 0:13,75,19,7,25.15,Not Returned,In-Store,176.05,56+,West,Foot wear
10410,5/1/2021 8:13,34,38,6,50.19,Not Returned,Online,301.14,18-25,North,Foot wear
10411,9/1/2021 14:22,69,12,1,88.96,Not Returned,Online,88.96,46-55,South,Clothing
10412,10/1/2021 0:11,84,42,2,74.38,Not Returned,Online,148.76,56+,West,Foot wear
10413,6/1/2021 12:58,31,10,3,25.53,Not Returned,In-Store,76.59,36-45,South,Foot wear
10414,10/1/2021 12:53,27,34,1,88.91,Not Returned,In-Store,88.91,36-45,North,Foot wear
1041,6/1/2021 18:16,61,45,5,43.02,Not Returned,Online,215.1,26-35,East,Foot wear
10415,8/1/2021 11:08,38,32,5,51.5,Not Returned,Online,257.5,56+,South,Clothing
10416,2/1/2021 1:31,74,11,4,29.36,Not Returned,Online,117.44,26-35,West,Clothing
10417,7/1/2021 2:19,19,50,1,24.23,Not Returned,Online,24.23,18-25,East,Accessories
10418,7/1/2021 12:22,63,33,6,40.98,Not Returned,Online,245.88,56+,East,Accessories
10419,2/1/2021 10:03,59,39,7,31.7,Not Returned,In-Store,221.9,46-55,North,Accessories
10420,2/1/2021 18:14,57,32,4,86.45,Not Returned,In-Store,345.8,46-55,North,Clothing
10421,4/1/2021 10:47,35,45,2,98.42,Not Returned,In-Store,196.84,36-45,East,Foot wear
10422,9/1/2021 1:53,19,28,6,37.08,Not Returned,In-Store,222.48,18-25,East,Foot wear
1042,8/1/2021 6:00,93,25,5,58.78,Not Returned,Online,293.9,36-45,North,Clothing
10423,3/1/2021 3:26,4,17,2,64.11,Not Returned,Online,128.22,56+,West,Accessories
10424,4/1/2021 21:51,89,13,1,55.43,Not Returned,In-Store,55.43,46-55,North,Foot wear
10425,8/1/2021 10:51,45,34,6,87.89,Not Returned,In-Store,527.34,26-35,North,Foot wear
10426,3/1/2021 18:07,51,14,1,50.17,Returned,In-Store,50.17,46-55,East,Clothing
10427,10/1/2021 1:49,17,17,4,35.85,Not Returned,In-Store,143.4,46-55,South,Accessories
10428,1/1/2021 1:05,51,30,5,34.61,Not Returned,Online,173.05,46-55,East,Clothing
10429,1/1/2021 12:55,34,31,6,29.81,Returned,In-Store,178.86,18-25,North,Clothing
10430,10/1/2021 1:25,94,38,1,26.91,Not Returned,In-Store,26.91,36-45,West,Foot wear
10431,8/1/2021 22:02,89,24,3,88.46,Not Returned,In-Store,265.38,46-55,North,Accessories
10432,7/1/2021 4:35,91,19,7,93.36,Returned,Online,653.52,36-45,East,Foot wear
10433,7/1/2021 9:38,2,44,3,67.37,Not Returned,In-Store,202.11,56+,East,Accessories
1043,10/1/2021 7:19,25,41,5,55.76,Not Returned,Online,278.8,18-25,East,Accessories
10434,8/1/2021 3:17,54,9,5,97.15,Not Returned,In-Store,485.75,56+,East,Foot wear
10436,1/1/2021 14:34,20,43,3,45.91,Not Returned,Online,137.73,46-55,North,Clothing
10437,10/1/2021 22:29,3,4,3,25.16,Not Returned,Online,75.48,36-45,North,Clothing
10438,9/1/2021 23:00,6,23,7,61.59,Not Returned,Online,431.13,26-35,South,Clothing
10440,1/1/2021 1:22,77,20,3,79.69,Not Returned,In-Store,239.07,18-25,West,Clothing
10441,6/1/2021 8:44,96,17,6,93.99,Not Returned,Online,563.94,36-45,North,Accessories
10442,10/1/2021 17:13,2,46,4,22.09,Not Returned,Online,88.36,56+,East,Clothing
1044,9/1/2021 5:11,34,3,1,29.4,Returned,Online,29.4,18-25,North,Foot wear
10443,10/1/2021 18:51,25,32,6,74.96,Not Returned,Online,449.76,18-25,East,Clothing
10444,11/1/2021 2:22,1,24,4,96.11,Not Returned,Online,384.44,46-55,West,Accessories
10445,3/1/2021 18:44,83,15,3,44.93,Not Returned,Online,134.79,56+,East,Foot wear
10447,3/1/2021 7:56,8,28,6,85.91,Not Returned,Online,515.46,NA,West,Foot wear
10448,10/1/2021 2:05,51,19,3,31.68,Not Returned,In-Store,95.04,46-55,East,Foot wear
10449,1/1/2021 7:48,11,5,7,71.99,Not Returned,Online,503.93,46-55,South,Clothing
10450,3/1/2021 15:10,57,47,4,28.09,Not Returned,In-Store,112.36,46-55,North,Foot wear
10451,9/1/2021 2:54,95,44,1,95.7,Not Returned,Online,95.7,18-25,North,Accessories
10452,4/1/2021 11:20,91,40,1,79.46,Not Returned,Online,79.46,36-45,East,Accessories
10453,3/1/2021 22:56,15,4,5,34.65,Returned,Online,173.25,46-55,West,Clothing
10454,9/1/2021 19:10,40,37,5,26.22,Not Returned,Online,131.1,26-35,East,Foot wear
1045,1/1/2021 3:27,6,49,1,57.79,Not Returned,In-Store,57.79,26-35,South,Foot wear
10455,10/1/2021 3:57,10,28,4,71.63,Not Returned,In-Store,286.52,56+,East,Foot wear
10456,3/1/2021 17:46,40,33,3,87.42,Not Returned,Online,262.26,26-35,East,Accessories
10456,3/1/2021 13:57,40,33,3,87.42,Not Returned,Online,262.26,26-35,East,Accessories
10457,3/1/2021 8:10,48,9,3,52.44,Not Returned,Online,157.32,56+,West,Foot wear
10458,2/1/2021 7:28,8,31,5,80.56,Not Returned,In-Store,402.8,NA,West,Clothing
10459,3/1/2021 7:13,47,39,4,22.62,Not Returned,Online,90.48,26-35,East,Accessories
10460,11/1/2021 2:24,25,22,2,46.23,Not Returned,Online,92.46,18-25,East,Clothing
1046,7/1/2021 15:22,77,18,5,91.18,Not Returned,In-Store,455.9,18-25,West,Foot wear
10462,6/1/2021 11:20,72,28,6,48.97,Not Returned,Online,293.82,56+,South,Foot wear
10463,3/1/2021 19:03,91,40,4,93.27,Not Returned,In-Store,373.08,36-45,East,Accessories
10464,7/1/2021 20:39,83,17,1,76.76,Not Returned,Online,76.76,56+,East,Accessories
10465,3/1/2021 16:06,70,32,2,76.01,Not Returned,Online,152.02,46-55,North,Clothing
10466,7/1/2021 4:22,42,13,6,59.89,Not Returned,Online,359.34,18-25,East,Foot wear
10467,3/1/2021 8:30,100,48,5,81.57,Not Returned,In-Store,407.85,18-25,West,Foot wear
10468,11/1/2021 5:19,75,15,7,78.57,Not Returned,Online,549.99,56+,West,Foot wear
10469,7/1/2021 12:11,30,20,7,21.66,Not Returned,Online,151.62,46-55,East,Clothing
10470,7/1/2021 4:36,12,42,7,96.36,Not Returned,Online,674.52,36-45,West,Foot wear
1047,10/1/2021 21:18,60,1,2,74.45,Not Returned,Online,148.9,26-35,West,Accessories
10471,8/1/2021 12:22,53,4,5,89.8,Not Returned,Online,449,46-55,East,Clothing
10473,4/1/2021 17:06,52,22,2,94.63,Not Returned,Online,189.26,46-55,East,Clothing
10474,3/1/2021 12:17,93,32,3,21.4,Not Returned,Online,64.2,36-45,North,Clothing
10475,7/1/2021 19:20,62,27,3,34.34,Not Returned,Online,103.02,46-55,East,Foot wear
10476,2/1/2021 5:42,21,3,2,59.66,Not Returned,In-Store,119.32,26-35,East,Foot wear
10477,11/1/2021 5:34,51,3,6,21.52,Returned,In-Store,129.12,46-55,East,Foot wear
10478,9/1/2021 21:28,2,20,4,22.82,Not Returned,Online,91.28,56+,East,Clothing
10479,4/1/2021 22:26,63,12,3,64.3,Not Returned,In-Store,192.9,56+,East,Clothing
10480,11/1/2021 3:05,34,21,7,38.29,Not Returned,Online,268.03,18-25,North,Clothing
10481,6/1/2021 18:06,99,19,2,42.97,Not Returned,Online,85.94,26-35,South,Foot wear
10482,9/1/2021 22:29,79,41,2,46.74,Not Returned,Online,93.48,46-55,South,Accessories
10483,4/1/2021 12:05,78,11,2,28.45,Not Returned,Online,56.9,46-55,South,Clothing
10484,10/1/2021 4:29,40,42,4,21.8,Not Returned,In-Store,87.2,26-35,East,Foot wear
10485,3/1/2021 12:47,54,4,4,26.95,Not Returned,In-Store,107.8,56+,East,Clothing
10486,10/1/2021 16:09,55,28,2,59.71,Not Returned,Online,119.42,36-45,East,Foot wear
1048,9/1/2021 3:13,74,7,1,88.43,Not Returned,Online,88.43,26-35,West,Foot wear
10487,1/1/2021 16:10,56,48,1,60.42,Not Returned,Online,60.42,18-25,East,Foot wear
10488,5/1/2021 23:56,47,18,2,57.43,Not Returned,In-Store,114.86,26-35,East,Foot wear
10489,3/1/2021 17:44,20,23,2,95,Not Returned,Online,190,46-55,North,Clothing
10490,10/1/2021 6:04,58,13,2,22.25,Not Returned,In-Store,44.5,26-35,West,Foot wear
10491,2/1/2021 0:18,59,32,5,21.24,Not Returned,In-Store,106.2,46-55,North,Clothing
10492,4/1/2021 18:38,83,38,4,99.48,Not Returned,Online,397.92,56+,East,Foot wear
10493,2/1/2021 7:19,75,27,1,87.61,Not Returned,Online,87.61,56+,West,Foot wear
10494,5/1/2021 17:04,5,46,2,98.87,Not Returned,Online,197.74,56+,West,Clothing
1049,6/1/2021 0:49,77,47,7,68.46,Not Returned,In-Store,479.22,18-25,West,Foot wear
10495,7/1/2021 14:34,7,35,4,93.29,Not Returned,Online,373.16,NA,North,Foot wear
10497,1/1/2021 14:04,69,39,3,49.96,Not Returned,Online,149.88,46-55,South,Accessories
10498,7/1/2021 16:19,8,23,5,51.32,Not Returned,In-Store,256.6,NA,West,Clothing
10500,6/1/2021 2:35,77,16,5,55.45,Not Returned,In-Store,277.25,18-25,West,Foot wear
10501,9/1/2021 21:13,6,50,1,43.63,Not Returned,Online,43.63,26-35,South,Accessories
10502,3/1/2021 17:44,27,32,4,48.11,Not Returned,Online,192.44,36-45,North,Clothing
1050,7/1/2021 13:48,86,42,7,84.58,Not Returned,Online,592.06,18-25,East,Foot wear
10504,4/1/2021 1:07,44,42,5,78.55,Not Returned,Online,392.75,26-35,East,Foot wear
10505,6/1/2021 5:28,65,17,5,57.02,Not Returned,In-Store,285.1,26-35,West,Accessories
10506,1/1/2021 5:28,91,45,7,32.15,Not Returned,Online,225.05,36-45,East,Foot wear
10507,3/1/2021 5:44,80,40,6,85.58,Not Returned,Online,513.48,46-55,East,Accessories
10508,8/1/2021 9:24,33,22,3,58.8,Not Returned,In-Store,176.4,46-55,East,Clothing
10509,6/1/2021 14:07,66,21,6,41.1,Not Returned,Online,246.6,46-55,South,Clothing
10511,10/1/2021 16:26,59,32,6,64.03,Not Returned,In-Store,384.18,46-55,North,Clothing
1051,9/1/2021 2:43,91,18,2,99.11,Not Returned,In-Store,198.22,36-45,East,Foot wear
10512,9/1/2021 23:38,35,19,2,87.59,Not Returned,Online,175.18,36-45,East,Foot wear
10513,11/1/2021 1:29,4,31,2,97.82,Not Returned,In-Store,195.64,56+,West,Clothing
10514,9/1/2021 5:32,17,21,2,23.92,Not Returned,Online,47.84,46-55,South,Clothing
10515,9/1/2021 0:30,31,2,5,83.9,Not Returned,Online,419.5,36-45,South,Clothing
10517,11/1/2021 9:46,28,7,5,25.96,Not Returned,Online,129.8,26-35,South,Foot wear
10520,11/1/2021 0:43,58,49,7,21.42,Not Returned,In-Store,149.94,26-35,West,Foot wear
1052,2/1/2021 6:11,34,13,3,47.84,Not Returned,In-Store,143.52,18-25,North,Foot wear
10522,4/1/2021 4:11,88,14,7,88.27,Not Returned,Online,617.89,18-25,North,Clothing
10523,1/1/2021 9:25,13,42,2,56.88,Not Returned,Online,113.76,56+,North,Foot wear
10525,2/1/2021 21:26,75,36,6,56.09,Not Returned,In-Store,336.54,56+,West,Clothing
10526,1/1/2021 20:10,100,6,4,93.93,Not Returned,Online,375.72,18-25,West,Accessories
10527,11/1/2021 9:52,5,45,2,20.16,Not Returned,Online,40.32,56+,West,Foot wear
10528,10/1/2021 20:59,53,27,1,32.16,Not Returned,In-Store,32.16,46-55,East,Foot wear
10529,11/1/2021 5:47,20,32,3,72.35,Not Returned,In-Store,217.05,46-55,North,Clothing
10530,7/1/2021 23:57,71,31,4,89.42,Not Returned,Online,357.68,18-25,North,Clothing
10531,4/1/2021 12:02,9,43,2,36.01,Not Returned,Online,72.02,36-45,East,Clothing
1053,11/1/2021 4:50,85,20,1,23.47,Not Returned,Online,23.47,18-25,North,Clothing
10532,3/1/2021 1:10,88,31,6,93.12,Not Returned,Online,558.72,18-25,North,Clothing
10533,8/1/2021 2:19,70,45,6,20.21,Not Returned,In-Store,121.26,46-55,North,Foot wear
10534,1/1/2021 7:14,63,30,5,97.85,Not Returned,In-Store,489.25,56+,East,Clothing
10535,5/1/2021 1:40,27,16,7,39.81,Not Returned,In-Store,278.67,36-45,North,Foot wear
10536,2/1/2021 15:08,62,20,1,85.24,Not Returned,Online,85.24,46-55,East,Clothing
10537,8/1/2021 8:49,7,46,4,89.46,Not Returned,In-Store,357.84,NA,North,Clothing
10538,8/1/2021 20:20,45,45,6,46.59,Not Returned,Online,279.54,26-35,North,Foot wear
10172,4/1/2021 20:07,74,20,3,30.36,Not Returned,Online,91.08,26-35,West,Clothing
1054,10/1/2021 8:18,52,1,5,68.37,Not Returned,Online,341.85,46-55,East,Accessories
10541,4/1/2021 5:47,21,16,5,41.42,Not Returned,Online,207.1,26-35,East,Foot wear
10542,7/1/2021 16:54,75,25,2,77.23,Not Returned,Online,154.46,56+,West,Clothing
10543,1/1/2021 21:56,97,36,6,36.32,Returned,In-Store,217.92,56+,East,Clothing
10544,8/1/2021 18:31,10,14,2,26.46,Not Returned,In-Store,52.92,56+,East,Clothing
10545,9/1/2021 21:45,15,11,2,95.86,Not Returned,Online,191.72,46-55,West,Clothing
10546,9/1/2021 15:46,82,39,4,97.92,Not Returned,Online,391.68,18-25,South,Accessories
10547,4/1/2021 17:00,70,44,2,53.48,Not Returned,In-Store,106.96,46-55,North,Accessories
10548,8/1/2021 4:08,72,49,2,47.58,Not Returned,In-Store,95.16,56+,South,Foot wear
10549,9/1/2021 9:35,81,21,2,49.29,Not Returned,Online,98.58,56+,West,Clothing
10551,4/1/2021 12:41,21,12,1,22.78,Not Returned,In-Store,22.78,26-35,East,Clothing
10552,5/1/2021 11:47,75,23,4,35.76,Not Returned,Online,143.04,56+,West,Clothing
10553,6/1/2021 10:28,98,26,5,30.81,Not Returned,Online,154.05,26-35,East,Foot wear
10554,2/1/2021 13:32,95,21,1,53.72,Not Returned,In-Store,53.72,18-25,North,Clothing
10555,7/1/2021 14:33,43,14,7,40.65,Not Returned,In-Store,284.55,46-55,West,Clothing
10558,4/1/2021 8:55,41,32,4,62.31,Not Returned,Online,249.24,46-55,East,Clothing
10559,11/1/2021 2:21,1,17,1,83.37,Not Returned,Online,83.37,46-55,West,Accessories
10560,4/1/2021 9:52,97,5,1,98.88,Not Returned,Online,98.88,56+,East,Clothing
